label,text
positive,Itu tidak menepati dengan aspirasi saya yang percaya kepada kebebasan ibu bapa untuk memilih pendidikan yang terbaik buat anak-anak mereka
positive,Saya memberi jaminan kepada petugas PBB bahawa kementerian saya akan terus memberi kerjasama sepenuhnya terhadap tugas PBB di Malaysia
positive,"Sekiranya mempunyai pengesahan perubatan mengalami masalah mental, guru itu perlu diberi cuti"
positive,Orang awam yang sedang menggunakan produk ini dinasihatkan untuk segera menghentikan penggunaannya dan mendapatkan nasihat dari ahli profesional kesihatan jika mengalami sebarang ketidakselesaan
negative,Papan iklan kena sembur cat
positive,dalam erti kata lain bajet perlu menumpukan bantuan terhadap perusahaan kecil dan sederhana pks dan juga usahawan muda
negative,bercanggah dengan konsep demokrasi yang sebenar dalam negara-negara maju
negative,"Apa kena mengena, patutnya duit ini buat aktiviti kempen supaya kurangkan plastik."
negative,kini sedang mengesan lelaki warga Vietnam membabitkan kes rasuah dikendalikan suruhanjaya
positive,"Bagi mencapai objektif ini, saya memberi jaminan kita boleh jangkakan pengenalan langkah susulan dalam tempoh terdekat"
negative, Mereka nak sijil halal tapi menekan hak asasi pekerja
positive,Sekurang-kurangnya ada kesedaran dan keyakinan mereka terhadap kerajaan walaupun timbul pelbagai persepsi
positive,Mereka akan mendekati masyarakat setempat untuk bertanya khabar dan juga memberi kesedaran terutama kepada ibu bapa supaya menjaga sebaik-baiknya serta mengawasi setiap langkah anak mereka agar tidak didekati penjenayah yang ingin mengambil kesempatan
positive,Duit itu kita beri semula kepada rakyat.
positive,"Biarpun orang kata belajar di sekolah ini tidak sampai ke mana, sekurang-kurangnya anak kami ada pengetahuan asas dan lebih berakhlak"
negative,"Setiap kali tiba musim pilihan raya semakin ramai syaitan-syaitan yang keluar membuat fitnah, kata penyokong kuat Barisan Nasional"
negative,Iltizam dan janji Harapan melalui manifesto terbabit hanya menzahirkan pihak pembangkang sebenarnya bukan hanya tidak mengikuti perkembangan Felda malah tidak memahami organisasi lembaga itu
positive,Saya mengesa Suruhanjaya Pilihan Raya (SPR) untuk memberi jaminan aku janji kepada rakyat mengenai integriti sistem dan tujuan pilihan raya kita agar bebas dan tidak dirosakkan oleh anasir-anasir seumpamanya.
positive,Kami sasarkan untuk bertanding 21 kerusi dengan jangkaan akan menang 19 kerusi negeri
positive,"saya ingin menzahirkan penghargaan kepada Perdana Menteri, Datuk Seri Najib Razak kerana menekankan mengenai pelaksanaan program STEM demi masa depan negara"
positive,tak mahu tumpang populariti suami 
negative,"Apa yang kita risau, dalam Proton sendiri pun semuanya dikuasai oleh Geely"
negative,berita palsu perkataan yang tidak henti-henti digunakan presiden amerika syarikat donald trump dan dipilih sebagai perkataan utama kamus collins memang tidak dapat dielakkan tahun lalu dan peratus daripada responden yang ditinjau menyatakan mereka bimbang terdedah kepada laporan palsu dalam media sosial
positive,"Selain itu, kita turut bercadang menaik taraf jalan raya berisiko tinggi dan berbahaya"
negative,memandang serius terhadap insiden video tular seorang jururawat terlatih sedang memberi bantuan pernafasan kepada seorang pesakit sambil melihat telefon bimbit.
positive,Selepas ini kita akan duduk bersama rakan-rakan dan tersukan rundingan
negative,"Peruntukan yang sepatutnya RM2 bilion jadi RM4 bilion, yang RM6 bilion jadi RM12 bilion, ini yang sebabkan ketirisan."
negative,Memang betul harga naik…
negative,"Diangkut orang lain untuk bercakap tentang kejayaan kerajaan Selangor,"
positive,"Kita perlu yakin kepada kewibawaan SPRM untuk menyelesaikan tanggungjawab mereka dan saya percaya kalau ada kes, kes tersebut akan diserahkan kepada pihak Peguam Negara."
positive,"Saya harap, anugerah ini akan menaikkan semangat mereka untuk terus bersungguh-sungguh ketika bekerja dan memberi motivasi kepada rakan sekerja melakukan perkara sama"
positive,"Halal Valley ini dilengkapi makmal teknologi halal, kilang ubat, rumah penyembelihan kambing dan lembu serta kilang memproses tulang kepada gelatin antara terbesar di Asia."
positive,Dia mesti setia kepada parti dia
positive,bukannya mengambilnya dengan sambil lewa dan tidak fokus yang kelak menyusahkan rakyat dan masyarakat yang benar-benar memerlukan bantuan.
positive,penulis kehairanan bagaimana negara anggota asean kecuali malaysia mengeluarkan kenyataan menyokong tindakan myanmar sebagai tindakan memerangi keganasan sedangkan apa yang sebenarnya berlaku adalah sebaliknya
positive,Setiap ahli parti perlu bekerja secara berpasukan dan mempunyai semangat setiakawan dalam usaha memenangi pilihan raya umum akan datang.
positive,Kami akan menjalankan pemeriksaan (untuk mengetahui punca kegagalan sistem)
positive,"Rakyat mahukan pembangunan dan kita bertuah ada perdana menteri yang banyak menyumbang kepada kita, membelanjakan hampir RM300 juta untuk Kiulu bagi membiayai projek ini."
positive,Pengundi juga perlu memilih parti yang mempunyai rekod pencapaian cemerlang
positive,"Justeru, kami menasihatkan orang ramai supaya mengabaikan kajian dalam talian ini"
positive,telah sedia terbentang laporan-laporan dan keterangan menunjukkan dengan jelas pelanggaran undang-undang antarabangsa sepertimana yang disebut oleh yanghee lee pelapor khas pbb ke atas myanmar dan juga pesuruhjaya tinggi hak asasi pbb dan setiausaha agung pbb
negative,"Sebelum ini, ramai penjawat awam yang sakit keberatan untuk bersara awal."
positive,"Justeru, apabila mendapat tahu kerajaan memperkenalkan SMO, saya segera mencari calon PRA melalui ejen di Indonesia dan membawanya masuk untuk didaftarkan"
positive,"Maka apabila kajian dilakukan, dan pengundi diajukan soalan pertembungan tiga penjuru menguntungkan siapa, sudah tentu majoriti responden yang ditanam dengan persepsi awal ini akan menjawab BN ada kelebihan berbanding parti lain"
negative,Pejabat-pejabat agama negeri tidak berani bertindak kerana sensitiviti agama dan menghormati golongan yang berjubah dan berkopiah putih.
positive,Program ini dilaksanakan di setiap parlimen di negeri ini bagi mengurangkan kos sara hidup rakyat dengan mengadakan jualan dengan harga yang lebih murah di pasaran
negative,"Kenapa hanya 22,000 mangsa banjir yang akan menerima bantuan dan bukan jumlah yang sama seperti dibayar oleh kerajaan negeri."
positive,Sebab itu kita memberi peluang kepada pemandu teksi untuk berhijrah.
positive,"Kita harapkan senario lebih baik dan memihak kepada BN pada PRU14 nanti  memandangkan pada PRU13 kita menghadapi penolakan daripada kaum Cina hingga terpaksa akur dengan kekalahan calon Umno, Datuk Muhamad Sufian Awang."
negative,"Saya sudah lama berdepan cemuhan dan tohmahan daripada pimpinan Pas, dahla saya keluar Pas seorang diri tidak seperti rakan-rakan lain keluar berjemaah sertai Amanah dulu."
positive,Saya sudah mengarahkan Jabatan Siasatan Jenayah (JSJ) serta semua elemen dalam polis untuk mengesan lelaki terbabit seperti mana arahan mahkamah pada 2014
positive,Pegawai dan sukarelawan bertugas perlu cekap mengendalikan OKU yang pelbagai kekurangan upaya kerana mobiliti mereka terbatas dan ia boleh menjejaskan hasrat mereka menjalankan tanggungjawab sebagai warga negara untuk mengundi
positive,Guru adalah aset paling penting dalam sistem pendidikan dan saya sedar ramai guru kita mengoptimumkan sumber teknologi yang mereka ada untuk memperkayakan kualiti pengajaran dan pembelajaran
negative,"Di negara lain, berita palsu digunakan kerajaan autoritarian untuk melenyapka (tuduhan) pelanggaran hak asasi manusia."
positive,kerajaan sudah bawa perubahan besar dalam lima tahun
positive,"Saya berharap SPRM dapat memastikan integriti terjaga, dan mereka tidak terlibat dalam sebarang penyalahgunaan kuasa hanya untuk mencapai matlamat politik menjelang Pilihan Raya Umum ke-14 ini"
positive,"Mereka lebih suka kita draf kenyataan akhbar, atau sertai kokus dan persidangan kecil"
negative,Bagaimana kerajaan negeri boleh membenarkan dua syarikat bermasalah ini melakukan transaksi jualan kepada pihak ketiga dengan nilai RM1.18 bilion sedangkan kes masih berjalan di Mahkamah Persekutuan.
positive,Bandar Belia akan diwujudkan di tiga buah negeri
negative,kalangan penyokong bawahannya keliru dan sukar menerima hakikat
positive,Saya berjuang semasa saya jadi penyelaras lagi.
positive,Malah tidak keterlaluan jika kita katakan bahawa penggunaan teknologi adalah pelengkap kepada keperluan kehidupan seharian kita
positive,"Pelancaran Jentera BN Parlimen Jasin baru-baru ini, kita melihat kehadiran jentera ini begitu ramai dalam kalangan wanita, pemuda dan puteri."
negative,enggan mengulas lanjut mengenai perkara itu namun tidak menolak calon wanita bagi kerusi berkenaan.
positive,Kuasa kerajaan ada bersama kita
positive,"Orang mungkin melihat pemerkasaan wanita hanya dalam aspek tuntutan penglibatan 30 peratus golongan itu dalam membuat dasar tetapi bagi kementerian ini, skop itu perlu dilihat dalam konteks lebih luas"
positive,Jangan ambil mudah apa yang kita ada
negative,"Bagi kami (Perdana Menteri, Datuk Seri) Najib Razak itu penjenayah."
positive,"Selain dari bangunan tertentu yang menjadi mercu tanda, pasar tani juga boleh dijadikan mercu tanda sesuatu lokasi,"
positive,"Nampaknya Umno pula yang nak berkawan dengan kita, kalau demi kepentingan Islam tak ada masalah."
positive,Apa yang saya kata ialah pemaju menyerahkan dokumen penting kepada kami supaya kami dapat memindahkan pemilikan tanah itu kembali kepada Felda
positive,Saya bersetuju dengan pegangan Yang Amat Berhormat Perdana Menteri mengenai perkara ini.
positive,pendeta zaba dan profesor diraja ungku aziz banyak mengolah hal-hal ini sejak dulu lagi
negative,Kita tengok kebangkitan Arab yang kini memusnahkan
negative,Masih ada dalam kalangan rakyat Malaysia yang menganggap kanser adalah suatu hukuman mati serta takut menjalani pemeriksaan atau saringan dan menyatakan ‘lebih baik tidak tahu’
positive,berkata tiada sebarang insiden kekerasan dan tidak diingini berlaku yang memerlukan campur tangan Polis Diraja Malaysia (PDRM) yang bertindak mengawal keselamatan di sekitar kawasan penamaan calon.
positive,Saya mengucapkan terima kasih kepadanya
negative,Negara tidak boleh dibina atas politik dangkal
positive,lebih 160 negara di dunia melaksanakan cukai yang sama untuk memastikan asas cukai meluas yang mampu mengekang ketidaktentuan ekonomi global
positive,"Saya bersama Jakim, sama-sama turun ke lapangan untuk mendekati mereka"
negative,walaupun kerajaan begitu bangga mengisytiharkan pelaksanaan gst sebagai penyelamat kewangan negara kesannya kepada rakyat jelata adalah memiskinkan mereka
positive,"AirAsia adalah sebuah syarikat penerbangan dan kami menjual tiket dan kami akan terus membeli pesawat pada masa depan dan kami akan memiliki lebih banyak pesawat dan kemudiannya memajakkannya,"
positive,Kita tidak akan berkompromi dengan kes-kes sebegini kerana kita sebagai penguat kuasa dan kita sememangnya tahu kesan penyalahgunaan dadah dalam masyarakat apatah lagi melibatkan anggota dan pegawai polis
positive,"Tidak wujud pecah undi Melayu untungkan siapa, tak ada konsep itu."
positive,saya tidak menganggap kecil dan remeh kenyataan ini tetapi akan membawa suatu perubahan besar dalam membangunkan imej Islam moden selari dengan nilai keilmuannya di negara ini jika kedua-dua menteri ini berani
positive,Cita-cita besar yang dirancang untuk Malaysia tidak mungkin menjadi kenyataan jika tidak ada dokongan dan sokongan sepenuhnya
positive,Kerajaan akan pantau dan pastikan bantuan sampai kepada mangsa
positive,"Apabila bandar raya berkembang, begitu juga kemakmuran, perdagangan dan pertumbuhan ekonomi."
negative,Tetapi perlu berhati-hati de­ngan GSPS ekstrem sedemikian rupa kerana masyarakat Cina sudah begitu serasi dengan peranan Gerakan dan MCA sama ada dalam kerajaan BN peringkat Pusat atau negeri adalah begitu signifikan sekali
negative,harus bertanggungjawab dengan dakwaannya supaya berita palsu yang beliau cipta itu tidak memudaratkan. 
positive,Kita percaya dengan adanya penglibatan pelbagai pihak dapat membantu ke arah penggubalan undang-undang yang terbaik
positive,"Saya bersedia pada bila-bila masa adakan perdebatan itu, terserah kepada beliau untuk tentukan tempat, tarikh dan masa"
positive,"Saya menggunakan kereta sendiri, (dengan menjadi pemandu Uber) saya mampu membayar pinjaman kereta, bil dan perbelanjaan makan"
negative,tidak mampu bersatu dan cenderung berselisih pandangan dengan mereka yang menyertai pakatan itu.
positive,kepuasan rakyat terhadap kemudahan yang diilhamkan
positive,"Jika ada peluang di masa depan, harapan saya ialah Malaysia akan berada di barisan hadapan"
positive,"Justeru, semangat kebersamaan dalam perkara ini perlu difahami secara bijaksana dan berhikmah oleh semua pihak"
positive,"Mereka-mereka mahukan pemimpin dibawah usia 40 tahun bagi bertindak relevan dengan keadaan politik semasa, termasuklah muka baru yang boleh tampil dengan idea yang lebih bernas dan cergas"
positive,"Terima kasih juga atas keperihatinan kerajaan terhadap pelbagai bantuan dan subsidi termasuk, subsidi minyak diesel dan petrol yang diberikan bagi mengurangkan kos operasi, insesntif hasil tangkapan ikan, pembangunan tukun tiruan,  Insuran Nelayan,  pemberian Sistem Identifikasi Autimatik (AIS) dan lain-lain"
positive,tapi di kawasan bandar kadar kenaikan hanya satu peratus
negative,Segelintir orang yang membuat promosi boikot pilihan raya
positive,"Proses perolehan itu dilakukan secara telus, kalau kata ia tidak ikut proses, maka itu salah"
positive,Harapan saya untuk menang adalah berdasarkan apa yang telah saya lakukan di kawasan ini dan penerimaan masyarakat terhadap saya adalah  positif.
positive,"Kita perlu memastikan persekitaran kawasan tersebut bebas daripada sebarang bahaya, selain mempunyai laluan kecemasan secukupnya"
positive,"Jika anda tidak mahu dikecam, duduk diam dan tak perlu buat kerja seperti saya."
negative,"Sesiapa boleh datang. Sesiapa yang mahu hentam saya, tolong hadir dan saya akan cuba menjawab semua soalan"
positive,"Kita telah jadikan Malaysia selamat untuk rakyat Malaysia dan rakyat asing, dan saya katakan (begitu) sebab kita ada kuasa perundangan tertentu"
negative,"Saya merujuk kepada situasi di mana saya mengatakan terlalu banyak gelaran Tan Sri dikurniakan, yang akan mengurangkan rasa hormat terhadap darjat itu"
negative,Mensa­botaj parti atau calon bertanding adalah sikap buruk zaman dahulu kala yang satu sen pun tidak menguntungkan.
positive,"api alhamdulillah, sekarang semua kejadian itu dah tak berlaku, kita ada kawalan keselamatan daripada Pasukan Gerakan Am (PGA) selama 24 jam"
positive, Ini sebabnya kita berterima kasih ada seorang perdana menteri yang prihatin tentang Sabah
negative,Ini dilakukan dalam keadaan terdesak kerana takut ‘dealership’ kita ditamatkan apabila tidak mencapai sasaran jualan ditetapkan Proton
negative,Berita palsu boleh menjadi fitnah yang runtuhkan institusi kekeluargaan dan juga boleh memusnahkan ekosistem negara
positive,Pembahagian kerusi tiada masalah bagi BN dan kita hanya berbincang pertukaran kerusi . MCA pun sudah dapat balik kerusi Gelang Patah
positive,"jaminan bahawa proses pilihan raya yang kendalikan oleh badan berkenaan adalah bersih, telus dan bebas daripada sebarang penipuan dan penyelewengan."
